raw_ip_incoming	raw_ip_outgoing	port_incoming	port_outgoing	protocol	start_time	end_time	num_packets_incoming	size_packets_incoming	num_packets_outgoing	size_packets_outgoing
172.167.91.101	208.128.157.181	34475	443	6	2009-05-05 13:56:34	2009-05-05 14:01:34	1962	12751	18692	9658
172.167.91.101	208.128.157.181	34475	443	6	2009-05-05 14:01:34	2009-05-05 14:03:26	19746	33515	1840	36075
137.26.204.66	8.218.113.77	53	80	6	2009-05-05 14:02:24	2009-05-05 14:04:08	18849	12319	6141	46273
107.182.112.19	209.161.66.184	56691	53	17	2009-05-05 14:23:39	2009-05-05 14:24:09	3096	31634	2211	2224
137.26.204.66	69.161.136.28	53	22	17	2009-05-05 14:23:32	2009-05-05 14:25:49	15893	14708	3541	2846
52.64.9.197	8.218.113.77	5432	110	17	2009-05-05 14:53:40	2009-05-05 14:55:13	2479	14373	12753	31594
224.225.209.48	191.230.124.57	443	11	2	2009-05-05 14:46:42	2009-05-05 14:51:42	8962	23055	8289	24530
224.225.209.48	191.230.124.57	443	11	2	2009-05-05 14:51:42	2009-05-05 14:54:16	2132	31977	13798	47623
182.55.33.249	63.104.89.76	5432	25	89	2009-05-05 13:58:51	2009-05-05 14:00:43	10887	15420	8093	45896
101.30.6.79	101.30.6.79	80	44521	89	2009-05-05 14:15:37	2009-05-05 14:20:37	11589	19769	5786	65318
101.30.6.79	101.30.6.79	80	44521	89	2009-05-05 14:20:37	2009-05-05 14:25:37	12913	22735	9430	12027
101.30.6.79	101.30.6.79	80	44521	89	2009-05-05 14:25:37	2009-05-05 14:26:15	394	20709	11841	37113
70.125.103.231	204.30.129.36	5432	80	1	2009-05-05 14:35:01	2009-05-05 14:37:53	13954	47265	4798	27154
204.30.129.36	10.152.158.192	53	110	6	2009-05-05 14:17:14	2009-05-05 14:22:14	3240	38004	2431	3116
204.30.129.36	10.152.158.192	53	110	6	2009-05-05 14:22:14	2009-05-05 14:22:41	21465	53931	7220	29549
12.204.181.57	173.82.51.199	110	2082	1	2009-05-08 02:06:16	2009-05-08 02:09:37	891	50749	29515	50769
181.62.146.96	87.30.144.138	17	25	6	2009-05-10 08:20:07	2009-05-10 08:23:03	2485	39742	5667	25054
99.20.195.121	124.169.91.190	6000	53	1	2009-05-09 00:57:57	2009-05-09 00:59:09	22244	19560	14878	56252
237.82.71.236	138.173.137.110	6000	17	89	2009-05-10 01:21:39	2009-05-10 01:25:44	6633	54628	10578	57421
137.105.225.249	76.9.52.118	5432	5432	6	2009-05-09 23:03:37	2009-05-09 23:04:54	651	7283	6339	42587
22.240.144.56	99.20.195.121	3306	3306	2	2009-05-08 09:00:15	2009-05-08 09:04:31	24138	26261	16779	29473
138.173.137.110	137.105.225.249	110	53	132	2009-05-10 00:19:55	2009-05-10 00:24:51	18623	36128	2933	24484
124.169.91.190	150.9.123.12	17	110	132	2009-05-09 02:45:12	2009-05-09 02:50:12	4460	61285	7558	50353
124.169.91.190	150.9.123.12	17	110	132	2009-05-09 02:50:12	2009-05-09 02:51:18	9017	7906	6992	29194
138.173.137.110	229.177.10.236	6000	110	132	2009-05-10 13:56:43	2009-05-10 14:01:43	20472	13791	2276	11908
138.173.137.110	229.177.10.236	6000	110	132	2009-05-10 14:01:43	2009-05-10 14:03:38	25193	47059	1556	58304
52.25.106.251	22.240.144.56	53	5432	2	2009-05-10 12:49:33	2009-05-10 12:54:33	5534	64236	9038	5698
52.25.106.251	22.240.144.56	53	5432	2	2009-05-10 12:54:33	2009-05-10 12:56:17	12085	20426	7174	63501
229.177.10.236	223.34.103.123	6000	17	6	2009-05-10 12:14:56	2009-05-10 12:19:56	18962	51751	10051	33396
229.177.10.236	223.34.103.123	6000	17	6	2009-05-10 12:19:56	2009-05-10 12:23:28	1691	23711	1962	61078
138.173.137.110	128.145.13.95	3306	6000	17	2009-05-08 00:15:56	2009-05-08 00:17:29	189	65090	8731	57944
124.169.91.190	52.25.106.251	6000	3306	89	2009-05-08 13:37:44	2009-05-08 13:42:44	14135	49801	10026	4584
124.169.91.190	52.25.106.251	6000	3306	89	2009-05-08 13:42:44	2009-05-08 13:47:19	5756	52017	311	25744
124.169.91.190	137.105.225.249	5432	6000	6	2009-05-09 02:06:02	2009-05-09 02:08:44	11660	65338	5114	18406
221.164.193.219	160.146.196.143	17	22	17	2009-05-08 08:06:06	2009-05-08 08:11:06	23494	51716	5794	44840
221.164.193.219	160.146.196.143	17	22	17	2009-05-08 08:11:06	2009-05-08 08:16:06	4269	4631	5696	24587
221.164.193.219	160.146.196.143	17	22	17	2009-05-08 08:16:06	2009-05-08 08:21:06	5679	35259	3872	13656
221.164.193.219	160.146.196.143	17	22	17	2009-05-08 08:21:06	2009-05-08 08:26:06	13417	2994	2608	43322
221.164.193.219	160.146.196.143	17	22	17	2009-05-08 08:26:06	2009-05-08 08:31:06	12616	51178	382	45096
221.164.193.219	160.146.196.143	17	22	17	2009-05-08 08:31:06	2009-05-08 08:34:48	2976	60039	1630	34934
41.169.157.244	76.165.74.3	6000	8080	1	2009-05-09 10:21:27	2009-05-09 10:24:59	13008	53182	463	43681
138.173.137.110	87.30.144.138	2082	110	6	2009-05-08 10:44:05	2009-05-08 10:49:05	10019	56887	1499	20432
138.173.137.110	87.30.144.138	2082	110	6	2009-05-08 10:49:05	2009-05-08 10:49:11	5801	51887	8323	3840
138.173.137.110	124.169.91.190	6000	5432	132	2009-05-07 21:20:49	2009-05-07 21:25:49	3371	14528	8628	34948
138.173.137.110	124.169.91.190	6000	5432	132	2009-05-07 21:25:49	2009-05-07 21:26:46	15158	28892	7422	57207
125.34.75.148	156.52.137.217	443	6000	89	2009-05-09 03:19:47	2009-05-09 03:20:18	9449	14727	4803	46320
56.140.57.43	166.182.167.41	6000	80	2	2009-05-08 12:50:59	2009-05-08 12:55:59	1396	54624	22402	63339
56.140.57.43	166.182.167.41	6000	80	2	2009-05-08 12:55:59	2009-05-08 13:00:59	3019	65097	15776	5375
56.140.57.43	166.182.167.41	6000	80	2	2009-05-08 13:00:59	2009-05-08 13:01:18	1378	14292	4852	61916
22.32.231.99	37.59.244.247	5432	17	132	2009-05-08 21:05:17	2009-05-08 21:10:17	9381	22465	1633	4969
22.32.231.99	37.59.244.247	5432	17	132	2009-05-08 21:10:17	2009-05-08 21:14:58	7136	48458	27042	22453
169.114.121.185	223.34.103.123	6000	110	132	2009-05-09 06:11:56	2009-05-09 06:16:56	5696	39279	4577	18522
169.114.121.185	223.34.103.123	6000	110	132	2009-05-09 06:16:56	2009-05-09 06:21:41	10623	21115	19328	13977
166.119.11.113	173.82.51.199	25	25	89	2009-05-08 06:28:42	2009-05-08 06:33:42	6113	6268	1138	29617
166.119.11.113	173.82.51.199	25	25	89	2009-05-08 06:33:42	2009-05-08 06:38:42	7382	60222	4319	28348
166.119.11.113	173.82.51.199	25	25	89	2009-05-08 06:38:42	2009-05-08 06:43:42	1990	48664	126	7660
166.119.11.113	173.82.51.199	25	25	89	2009-05-08 06:43:42	2009-05-08 06:48:42	8108	55509	3230	11592
166.119.11.113	173.82.51.199	25	25	89	2009-05-08 06:48:42	2009-05-08 06:53:42	15980	43226	12924	38049
166.119.11.113	173.82.51.199	25	25	89	2009-05-08 06:53:42	2009-05-08 06:58:42	29975	55455	17004	37282
166.119.11.113	173.82.51.199	25	25	89	2009-05-08 06:58:42	2009-05-08 07:01:57	2325	8131	7297	61280
229.177.10.236	45.215.127.41	3306	2082	17	2009-05-08 17:33:13	2009-05-08 17:38:13	3744	28272	12386	24213
229.177.10.236	45.215.127.41	3306	2082	17	2009-05-08 17:38:13	2009-05-08 17:43:13	7283	64029	16210	60516
229.177.10.236	45.215.127.41	3306	2082	17	2009-05-08 17:43:13	2009-05-08 17:46:10	3328	49396	744	3798
124.169.91.190	22.32.231.99	443	16576	89	2009-05-09 08:09:02	2009-05-09 08:14:02	347	56773	12477	8865
124.169.91.190	22.32.231.99	443	16576	89	2009-05-09 08:14:02	2009-05-09 08:17:12	2151	32218	7365	27415
254.185.245.61	166.182.167.41	8080	110	132	2009-05-10 07:31:29	2009-05-10 07:35:33	14935	8221	10985	56340
138.173.137.110	114.22.70.242	2082	6000	17	2009-05-09 11:57:25	2009-05-09 11:59:57	6699	55032	5887	42995
41.169.157.244	172.48.3.239	6000	6000	6	2009-05-08 19:21:13	2009-05-08 19:26:05	2613	49203	13832	5421
171.214.47.41	64.118.224.36	2082	3306	1	2009-05-07 19:06:13	2009-05-07 19:08:20	2928	40344	9332	44227
22.32.231.99	181.62.146.96	5432	6000	17	2009-05-10 05:01:31	2009-05-10 05:06:31	1110	59791	3227	41051
22.32.231.99	181.62.146.96	5432	6000	17	2009-05-10 05:06:31	2009-05-10 05:10:23	13	48286	2755	33366
234.23.135.158	52.25.106.251	5432	17	89	2009-05-10 07:40:36	2009-05-10 07:41:17	5809	60034	1637	58522
87.30.144.138	200.240.47.253	22	22666	1	2009-05-07 23:43:10	2009-05-07 23:48:10	13817	10536	3648	49141
87.30.144.138	200.240.47.253	22	22666	1	2009-05-07 23:48:10	2009-05-07 23:48:26	2585	55771	20902	40076
240.41.21.122	211.233.27.55	18858	3306	6	2009-05-09 07:01:44	2009-05-09 07:06:44	17461	3809	8871	60745
240.41.21.122	211.233.27.55	18858	3306	6	2009-05-09 07:06:44	2009-05-09 07:11:44	7227	37537	3053	30908
240.41.21.122	211.233.27.55	18858	3306	6	2009-05-09 07:11:44	2009-05-09 07:14:05	3228	39681	1685	29820
16.154.238.189	224.58.67.66	6000	110	2	2009-05-10 00:40:19	2009-05-10 00:45:19	1515	31315	1718	3864
16.154.238.189	224.58.67.66	6000	110	2	2009-05-10 00:45:19	2009-05-10 00:50:19	14602	11862	242	17374
16.154.238.189	224.58.67.66	6000	110	2	2009-05-10 00:50:19	2009-05-10 00:55:19	3393	13577	12399	56784
16.154.238.189	224.58.67.66	6000	110	2	2009-05-10 00:55:19	2009-05-10 01:00:19	1519	51882	13449	28774
16.154.238.189	224.58.67.66	6000	110	2	2009-05-10 01:00:19	2009-05-10 01:05:19	21123	6569	6214	46775
16.154.238.189	224.58.67.66	6000	110	2	2009-05-10 01:05:19	2009-05-10 01:10:19	12653	3526	8152	39780
16.154.238.189	224.58.67.66	6000	110	2	2009-05-10 01:10:19	2009-05-10 01:14:28	6784	63245	2030	50472
125.34.75.148	99.20.195.121	110	6000	132	2009-05-09 10:09:40	2009-05-09 10:14:40	4126	47217	5134	48500
125.34.75.148	99.20.195.121	110	6000	132	2009-05-09 10:14:40	2009-05-09 10:17:39	7694	52550	6983	28826
223.34.103.123	192.111.202.105	31578	6000	2	2009-05-07 22:09:46	2009-05-07 22:14:46	5002	47695	1079	32582
223.34.103.123	192.111.202.105	31578	6000	2	2009-05-07 22:14:46	2009-05-07 22:17:49	10726	16320	4601	2075
218.230.203.245	234.23.135.158	53	53	89	2009-05-09 01:55:03	2009-05-09 02:00:03	5239	23389	4288	44414
218.230.203.245	234.23.135.158	53	53	89	2009-05-09 02:00:03	2009-05-09 02:04:09	4965	62248	1795	470
221.164.193.219	223.34.103.123	443	2082	2	2009-05-09 11:05:52	2009-05-09 11:10:52	13194	63987	811	10317
221.164.193.219	223.34.103.123	443	2082	2	2009-05-09 11:10:52	2009-05-09 11:15:52	5162	35263	9071	62740
221.164.193.219	223.34.103.123	443	2082	2	2009-05-09 11:15:52	2009-05-09 11:20:52	5396	34625	253	64967
221.164.193.219	223.34.103.123	443	2082	2	2009-05-09 11:20:52	2009-05-09 11:25:52	165	25929	5819	63776
221.164.193.219	223.34.103.123	443	2082	2	2009-05-09 11:25:52	2009-05-09 11:30:22	9653	32358	7038	51697
37.59.244.247	218.230.203.245	6000	80	17	2009-05-07 18:41:30	2009-05-07 18:46:30	14322	56146	7277	5077
37.59.244.247	218.230.203.245	6000	80	17	2009-05-07 18:46:30	2009-05-07 18:51:14	1858	60273	4541	53983
76.9.52.118	150.9.123.12	6000	53	2	2009-05-09 07:45:58	2009-05-09 07:47:20	3590	18803	10869	24193
76.9.52.118	22.32.231.99	6000	22	2	2009-05-08 16:16:08	2009-05-08 16:20:25	18684	14212	3116	30415
138.173.137.110	200.240.47.253	6000	25	17	2009-05-09 14:39:11	2009-05-09 14:41:23	13644	61231	22980	28272
137.121.127.153	45.215.127.41	3306	8080	17	2009-05-09 16:52:03	2009-05-09 16:52:26	9689	58893	12656	43901
223.34.103.123	76.9.52.118	6000	25	6	2009-05-10 09:40:18	2009-05-10 09:45:04	645	51552	2593	4659
240.41.21.122	64.118.224.36	8080	443	132	2009-05-09 07:12:26	2009-05-09 07:17:26	579	189	1863	52158
240.41.21.122	64.118.224.36	8080	443	132	2009-05-09 07:17:26	2009-05-09 07:18:29	1163	33241	17881	17719
22.240.144.56	171.214.47.41	6000	8080	132	2009-05-07 20:46:37	2009-05-07 20:51:37	4081	13326	5405	46094
22.240.144.56	171.214.47.41	6000	8080	132	2009-05-07 20:51:37	2009-05-07 20:56:37	4973	6576	1069	38015
22.240.144.56	171.214.47.41	6000	8080	132	2009-05-07 20:56:37	2009-05-07 20:57:14	1199	12708	2620	51942
200.240.47.253	76.165.74.3	6000	6000	132	2009-05-08 19:01:31	2009-05-08 19:02:24	5489	51421	16669	45215
169.114.121.185	237.82.71.236	6000	6000	2	2009-05-10 06:41:19	2009-05-10 06:42:55	22896	39529	1080	4997
169.114.121.185	72.188.165.108	41734	6000	89	2009-05-10 09:26:35	2009-05-10 09:31:35	4331	10929	16932	52610
169.114.121.185	72.188.165.108	41734	6000	89	2009-05-10 09:31:35	2009-05-10 09:36:35	1607	22973	10720	26665
169.114.121.185	72.188.165.108	41734	6000	89	2009-05-10 09:36:35	2009-05-10 09:38:08	3521	27227	4124	58764
22.240.144.56	175.254.129.218	6000	6000	2	2009-05-08 10:19:45	2009-05-08 10:24:45	8568	53952	3855	54323
22.240.144.56	175.254.129.218	6000	6000	2	2009-05-08 10:24:45	2009-05-08 10:29:45	2951	40478	11869	62566
22.240.144.56	175.254.129.218	6000	6000	2	2009-05-08 10:29:45	2009-05-08 10:34:45	4181	45873	341	63674
22.240.144.56	175.254.129.218	6000	6000	2	2009-05-08 10:34:45	2009-05-08 10:39:45	2125	20403	12977	51544
22.240.144.56	175.254.129.218	6000	6000	2	2009-05-08 10:39:45	2009-05-08 10:44:45	10493	34243	1924	63329
22.240.144.56	175.254.129.218	6000	6000	2	2009-05-08 10:44:45	2009-05-08 10:46:17	1649	43095	5364	26944
52.25.106.251	72.188.165.108	80	5432	6	2009-05-07 18:14:51	2009-05-07 18:19:51	18327	29813	7100	12162
52.25.106.251	72.188.165.108	80	5432	6	2009-05-07 18:19:51	2009-05-07 18:24:51	592	24043	27178	619
52.25.106.251	72.188.165.108	80	5432	6	2009-05-07 18:24:51	2009-05-07 18:29:51	4033	31146	11545	6921
52.25.106.251	72.188.165.108	80	5432	6	2009-05-07 18:29:51	2009-05-07 18:33:01	3291	64962	8574	60280
169.114.121.185	175.254.129.218	55321	6000	17	2009-05-07 17:24:30	2009-05-07 17:25:39	11903	18952	1733	31979
160.146.196.143	114.22.70.242	29679	32119	89	2009-05-08 01:21:35	2009-05-08 01:24:31	1044	53170	515	3907
237.82.71.236	200.240.47.253	6000	59404	132	2009-05-10 02:23:52	2009-05-10 02:28:52	10072	20840	7871	12828
237.82.71.236	200.240.47.253	6000	59404	132	2009-05-10 02:28:52	2009-05-10 02:33:52	8599	58749	1176	18994
237.82.71.236	200.240.47.253	6000	59404	132	2009-05-10 02:33:52	2009-05-10 02:38:52	9056	58720	18778	23830
237.82.71.236	200.240.47.253	6000	59404	132	2009-05-10 02:38:52	2009-05-10 02:40:23	10959	39064	9715	40251
76.9.52.118	166.182.167.41	6000	3306	1	2009-05-09 07:00:18	2009-05-09 07:01:55	11624	39618	11130	46799
167.187.145.234	171.214.47.41	110	8080	2	2009-05-09 00:40:32	2009-05-09 00:44:04	2904	62016	5806	49917
124.169.91.190	167.187.145.234	6000	5432	17	2009-05-09 00:14:53	2009-05-09 00:19:53	18938	29663	10160	39109
124.169.91.190	167.187.145.234	6000	5432	17	2009-05-09 00:19:53	2009-05-09 00:24:53	26	4437	21490	18811
124.169.91.190	167.187.145.234	6000	5432	17	2009-05-09 00:24:53	2009-05-09 00:25:37	4000	32458	1347	28628
138.173.137.110	218.230.203.245	80	6000	17	2009-05-08 07:33:41	2009-05-08 07:38:41	6345	47107	15850	7412
138.173.137.110	218.230.203.245	80	6000	17	2009-05-08 07:38:41	2009-05-08 07:43:41	8948	31771	10589	64386
138.173.137.110	218.230.203.245	80	6000	17	2009-05-08 07:43:41	2009-05-08 07:48:41	11332	61523	6964	59181
138.173.137.110	218.230.203.245	80	6000	17	2009-05-08 07:48:41	2009-05-08 07:52:59	13748	5472	4240	59914
167.187.145.234	192.111.202.105	6000	5432	17	2009-05-09 14:57:15	2009-05-09 15:02:15	26893	10435	2225	1110
167.187.145.234	192.111.202.105	6000	5432	17	2009-05-09 15:02:15	2009-05-09 15:04:29	5692	17905	8468	39200
47.103.157.177	229.177.10.236	17	6000	2	2009-05-08 04:11:21	2009-05-08 04:14:48	24327	19009	23151	6174
47.103.157.177	47.103.157.177	54077	443	132	2009-05-10 03:30:33	2009-05-10 03:33:58	9820	15814	1492	46930
22.32.231.99	181.62.146.96	17	8080	2	2009-05-09 00:10:53	2009-05-09 00:15:49	2861	63606	17382	34565
172.48.3.239	22.240.144.56	8080	3306	1	2009-05-09 00:55:25	2009-05-09 00:56:45	1999	47085	2874	23480
137.121.127.153	173.82.51.199	6000	6000	1	2009-05-09 21:41:01	2009-05-09 21:43:15	5464	56737	4881	50926
128.145.13.95	221.164.193.219	22	3306	17	2009-05-08 04:06:39	2009-05-08 04:11:39	1807	35154	20842	1664
128.145.13.95	221.164.193.219	22	3306	17	2009-05-08 04:11:39	2009-05-08 04:16:39	5699	28002	5596	35703
128.145.13.95	221.164.193.219	22	3306	17	2009-05-08 04:16:39	2009-05-08 04:21:39	3400	4339	7043	38318
128.145.13.95	221.164.193.219	22	3306	17	2009-05-08 04:21:39	2009-05-08 04:26:39	1059	53734	7393	33381
128.145.13.95	221.164.193.219	22	3306	17	2009-05-08 04:26:39	2009-05-08 04:29:20	1321	14378	89	61363
138.173.137.110	172.48.3.239	6000	6000	2	2009-05-10 02:34:05	2009-05-10 02:39:05	10429	37362	14536	63378
138.173.137.110	172.48.3.239	6000	6000	2	2009-05-10 02:39:05	2009-05-10 02:41:25	1978	33974	9660	23142
223.34.103.123	87.30.144.138	22	8080	6	2009-05-08 23:43:45	2009-05-08 23:48:45	3601	1589	4257	63406
223.34.103.123	87.30.144.138	22	8080	6	2009-05-08 23:48:45	2009-05-08 23:51:31	3872	57783	3379	18296
190.189.229.80	172.48.3.239	63110	8080	6	2009-05-08 01:08:41	2009-05-08 01:13:41	19380	47448	11844	33697
190.189.229.80	172.48.3.239	63110	8080	6	2009-05-08 01:13:41	2009-05-08 01:14:35	15895	1949	8424	56314
237.82.71.236	22.32.231.99	6000	53	89	2009-05-08 19:48:23	2009-05-08 19:51:19	16912	54293	7615	52328
171.214.47.41	137.105.225.249	110	6000	17	2009-05-08 07:18:32	2009-05-08 07:23:32	148	14983	16	25524
171.214.47.41	137.105.225.249	110	6000	17	2009-05-08 07:23:32	2009-05-08 07:28:32	8860	52363	1138	4064
171.214.47.41	137.105.225.249	110	6000	17	2009-05-08 07:28:32	2009-05-08 07:33:32	21774	55151	14614	17154
171.214.47.41	137.105.225.249	110	6000	17	2009-05-08 07:33:32	2009-05-08 07:38:32	3634	11916	4894	32628
171.214.47.41	137.105.225.249	110	6000	17	2009-05-08 07:38:32	2009-05-08 07:43:32	2867	65164	7199	61605
171.214.47.41	137.105.225.249	110	6000	17	2009-05-08 07:43:32	2009-05-08 07:48:32	18069	30742	1164	6197
171.214.47.41	137.105.225.249	110	6000	17	2009-05-08 07:48:32	2009-05-08 07:53:32	13921	38826	1231	49578
171.214.47.41	137.105.225.249	110	6000	17	2009-05-08 07:53:32	2009-05-08 07:53:37	2342	60846	6785	24175
224.58.67.66	156.52.137.217	443	6000	1	2009-05-09 18:48:31	2009-05-09 18:53:31	10947	17080	5854	22447
224.58.67.66	156.52.137.217	443	6000	1	2009-05-09 18:53:31	2009-05-09 18:58:31	6343	17700	12494	4616
224.58.67.66	156.52.137.217	443	6000	1	2009-05-09 18:58:31	2009-05-09 19:03:31	6469	61949	1613	59704
224.58.67.66	156.52.137.217	443	6000	1	2009-05-09 19:03:31	2009-05-09 19:04:22	4842	16443	8308	4469
234.23.135.158	76.165.74.3	22	6000	6	2009-05-09 19:30:32	2009-05-09 19:31:32	5577	23958	9182	19594
169.114.121.185	169.114.121.185	6000	25	89	2009-05-10 10:39:05	2009-05-10 10:42:46	11564	62600	8925	60694
223.34.103.123	169.114.121.185	6000	22	2	2009-05-09 01:26:50	2009-05-09 01:31:50	310	19748	7502	45587
114.22.70.242	169.114.121.185	53	6000	6	2009-05-08 07:55:35	2009-05-08 08:00:35	19324	18591	9112	27409
114.22.70.242	169.114.121.185	53	6000	6	2009-05-08 08:00:35	2009-05-08 08:05:35	2538	30538	740	55190
114.22.70.242	169.114.121.185	53	6000	6	2009-05-08 08:05:35	2009-05-08 08:10:35	3375	19122	8703	50498
114.22.70.242	169.114.121.185	53	6000	6	2009-05-08 08:10:35	2009-05-08 08:15:35	8393	17822	5454	36735
114.22.70.242	169.114.121.185	53	6000	6	2009-05-08 08:15:35	2009-05-08 08:19:40	10911	41503	3127	34089
41.169.157.244	167.187.145.234	6000	6000	6	2009-05-08 12:34:07	2009-05-08 12:34:51	3002	54407	2569	54239
166.182.167.41	124.169.91.190	2082	3306	2	2009-05-10 13:46:59	2009-05-10 13:51:59	2672	63763	8899	49317
166.182.167.41	124.169.91.190	2082	3306	2	2009-05-10 13:51:59	2009-05-10 13:56:39	8151	49133	1025	50694
200.240.47.253	52.25.106.251	6000	8080	1	2009-05-10 04:29:09	2009-05-10 04:34:09	5478	64074	15081	44624
200.240.47.253	52.25.106.251	6000	8080	1	2009-05-10 04:34:09	2009-05-10 04:38:39	6929	49100	388	60492
90.109.108.15	64.118.224.36	8080	2082	17	2009-05-08 23:17:07	2009-05-08 23:19:38	6089	32961	22205	2694
150.9.123.12	52.25.106.251	6000	110	6	2009-05-08 01:06:21	2009-05-08 01:11:21	14423	39875	1562	55896
150.9.123.12	52.25.106.251	6000	110	6	2009-05-08 01:11:21	2009-05-08 01:15:23	6008	30412	5224	46369
156.52.137.217	181.62.146.96	110	17	1	2009-05-09 03:00:28	2009-05-09 03:02:16	5385	30156	3280	55192
173.82.51.199	124.169.91.190	6000	8080	2	2009-05-09 20:52:12	2009-05-09 20:54:39	6303	21823	7637	23799
218.230.203.245	200.240.47.253	80	6000	89	2009-05-07 20:26:33	2009-05-07 20:26:49	1379	6380	5568	16654
52.25.106.251	181.62.146.96	6000	6000	6	2009-05-08 23:22:40	2009-05-08 23:27:40	3236	4421	2284	58824
52.25.106.251	181.62.146.96	6000	6000	6	2009-05-08 23:27:40	2009-05-08 23:32:31	3757	22326	2620	64346
41.169.157.244	166.119.11.113	6000	3306	132	2009-05-10 04:08:17	2009-05-10 04:10:37	7015	36389	6954	5424
224.58.67.66	137.105.225.249	8080	110	132	2009-05-09 09:13:28	2009-05-09 09:15:23	3645	60033	17735	27125
124.169.91.190	229.177.10.236	6000	80	132	2009-05-08 10:38:27	2009-05-08 10:40:43	13532	23297	11609	30354
47.103.157.177	76.165.74.3	6000	22	17	2009-05-10 10:28:14	2009-05-10 10:33:14	20451	21990	2371	54321
47.103.157.177	76.165.74.3	6000	22	17	2009-05-10 10:33:14	2009-05-10 10:37:01	536	10580	1310	22242
128.145.13.95	22.240.144.56	6000	53	132	2009-05-10 11:27:57	2009-05-10 11:32:57	9098	11272	1225	58797
128.145.13.95	22.240.144.56	6000	53	132	2009-05-10 11:32:57	2009-05-10 11:34:12	3508	50237	5063	60978
22.240.144.56	22.32.231.99	22	6000	2	2009-05-10 06:05:43	2009-05-10 06:10:43	14939	44091	18556	34415
22.240.144.56	22.32.231.99	22	6000	2	2009-05-10 06:10:43	2009-05-10 06:15:43	537	53322	13661	38958
22.240.144.56	22.32.231.99	22	6000	2	2009-05-10 06:15:43	2009-05-10 06:19:28	4008	57580	9914	7027
76.9.52.118	245.178.249.221	6000	443	89	2009-05-10 03:17:46	2009-05-10 03:22:46	257	61977	5837	7801
76.9.52.118	245.178.249.221	6000	443	89	2009-05-10 03:22:46	2009-05-10 03:24:10	1519	45366	6005	51571
192.111.202.105	234.23.135.158	6000	6000	2	2009-05-10 07:18:22	2009-05-10 07:21:06	1251	29532	1720	26889
173.82.51.199	76.9.52.118	110	17	6	2009-05-08 17:52:58	2009-05-08 17:57:58	17667	998	9743	48526
173.82.51.199	76.9.52.118	110	17	6	2009-05-08 17:57:58	2009-05-08 17:59:12	1725	42200	1503	55066
229.177.10.236	172.48.3.239	3306	17	6	2009-05-09 03:25:02	2009-05-09 03:27:10	5540	53407	15417	963
200.240.47.253	218.230.203.245	22	443	2	2009-05-10 14:12:51	2009-05-10 14:17:51	6383	21090	2744	61254
200.240.47.253	218.230.203.245	22	443	2	2009-05-10 14:17:51	2009-05-10 14:22:51	8400	18684	11013	40871
200.240.47.253	218.230.203.245	22	443	2	2009-05-10 14:22:51	2009-05-10 14:27:51	9926	13771	23809	48582
200.240.47.253	218.230.203.245	22	443	2	2009-05-10 14:27:51	2009-05-10 14:32:51	12374	49700	2648	64570
200.240.47.253	218.230.203.245	22	443	2	2009-05-10 14:32:51	2009-05-10 14:37:51	1354	15942	10505	47613
200.240.47.253	218.230.203.245	22	443	2	2009-05-10 14:37:51	2009-05-10 14:38:19	11622	18783	5437	12672
181.62.146.96	138.173.137.110	6000	80	2	2009-05-07 16:35:28	2009-05-07 16:39:53	3161	32615	1125	24268
125.34.75.148	22.32.231.99	17	22	2	2009-05-09 18:42:52	2009-05-09 18:46:24	6849	40881	9031	61232
76.165.74.3	37.59.244.247	25	2082	6	2009-05-10 08:15:04	2009-05-10 08:15:35	8697	20412	2564	62161
22.240.144.56	22.32.231.99	6000	3306	6	2009-05-09 12:22:04	2009-05-09 12:26:16	4269	60555	15083	192
176.87.202.49	60.141.213.17	19887	6000	132	2009-05-06 15:09:40	2009-05-06 15:14:40	4142	11031	330	63663
176.87.202.49	60.141.213.17	19887	6000	132	2009-05-06 15:14:40	2009-05-06 15:16:34	11113	15655	5283	31298
148.46.89.229	148.46.89.229	6000	8080	1	2009-05-07 02:06:30	2009-05-07 02:11:30	4810	56159	3930	35453
148.46.89.229	148.46.89.229	6000	8080	1	2009-05-07 02:11:30	2009-05-07 02:16:30	24590	35525	3264	19727
148.46.89.229	148.46.89.229	6000	8080	1	2009-05-07 02:16:30	2009-05-07 02:21:30	15354	1657	3416	38000
148.46.89.229	148.46.89.229	6000	8080	1	2009-05-07 02:21:30	2009-05-07 02:26:30	1673	27710	19434	45210
148.46.89.229	148.46.89.229	6000	8080	1	2009-05-07 02:26:30	2009-05-07 02:30:52	9344	17470	2772	3707
177.66.253.221	40.202.83.182	110	3306	1	2009-05-06 22:45:26	2009-05-06 22:47:06	6179	26137	21859	43154
22.33.35.109	148.46.89.229	6000	2082	1	2009-05-07 11:47:17	2009-05-07 11:52:17	10876	39306	5382	37503
22.33.35.109	148.46.89.229	6000	2082	1	2009-05-07 11:52:17	2009-05-07 11:53:26	9890	38887	21063	43664
254.128.105.17	77.107.6.160	6000	25	6	2009-05-07 01:50:04	2009-05-07 01:52:07	2820	65376	14137	18742
28.75.39.143	72.7.62.174	6000	3306	132	2009-05-06 23:27:18	2009-05-06 23:28:23	3113	57269	11255	58645
118.148.209.160	79.143.70.18	8080	12976	6	2009-05-06 17:54:21	2009-05-06 17:57:44	3649	20980	14126	37037
